# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-133614 050Mg 500NaCl #002-001
# Original file ID: 06732AAD-55F9-4C1E-B038-71F39937DD33
Bead-to-bead distance (um),Force (pN)
22.231,67.19
22.247,67.285
22.251,67.216
22.249,67.16
22.266,67.197
22.27,67.296
22.278,67.328
22.288,67.164
22.292,67.244
22.309,67.416
22.325,67.455
22.325,67.433
22.343,67.292
22.345,67.311
22.362,67.285
22.364,67.364
22.373,67.195
22.385,67.308
22.392,67.328
22.402,67.25
22.406,67.093
22.419,67.277
22.419,67.31
22.422,67.215
22.438,67.233
22.436,67.387
22.45,67.446
22.465,67.356
22.477,67.621
22.48,67.307
22.477,67.447
22.479,67.318
22.496,67.301
22.51,67.562
22.514,67.455
22.524,67.337
22.536,67.406
22.541,67.334
22.554,67.464
22.553,67.679
22.551,67.426
22.573,67.406
22.589,67.287
22.587,67.523
22.605,67.405
22.606,67.477
22.622,67.366
22.629,67.479
22.637,67.193
22.645,67.289
22.647,67.436
22.654,67.327
22.669,67.507
22.684,67.683
22.683,67.581
22.7,67.548
22.702,67.639
22.703,67.493
22.709,67.759
22.719,67.528
22.728,67.471
22.742,67.814
22.744,67.409
22.761,67.388
22.78,67.489
22.775,67.405
22.794,67.486
22.797,67.629
22.813,67.697
22.815,67.566
22.829,67.424
22.834,67.691
22.832,67.642
22.841,67.847
22.856,67.605
22.87,67.794
22.87,67.715
22.869,67.432
22.869,67.761
22.87,67.565
22.87,67.651
22.87,67.903
22.873,67.535
22.887,67.772
22.894,67.377
22.912,67.76
22.928,67.805
22.946,68
22.946,67.667
22.947,67.707
22.958,67.971
22.973,67.689
22.981,67.802
22.99,68.056
23.005,67.746
23.005,67.824
23.022,67.62
23.038,67.687
23.059,67.78
23.058,67.948
23.076,67.927
23.077,67.816
23.092,68.049
23.099,68.026
23.106,67.938
23.118,68.087
23.117,67.917
23.116,67.716
23.134,67.959
23.136,68.091
23.152,67.969
23.154,67.911
23.169,67.961
23.174,67.992
23.187,68.034
23.204,67.789
23.211,68.039
23.218,67.963
23.231,68.07
23.234,68.113
23.249,67.932
23.247,67.672
23.248,68.073
23.269,67.846
23.266,67.783
23.278,67.897
23.288,68.248
23.292,67.997
23.309,67.907
23.322,67.675
23.326,67.689
23.344,67.799
23.343,68.014
23.361,67.785
23.361,67.785
23.377,67.866
23.381,67.891
23.388,67.892
23.399,67.793
23.402,68.144
23.417,67.764
23.421,68.103
23.435,67.968
23.437,68.053
23.451,67.795
23.455,67.787
23.454,67.737
23.464,67.606
23.481,68.008
23.491,67.958
23.493,67.796
23.506,67.696
23.509,67.834
23.507,67.859
23.511,67.892
23.523,68.026
23.528,67.901
23.541,67.787
23.555,67.8
23.565,67.892
23.573,67.783
23.585,67.841
23.586,67.65
23.6,67.763
23.603,67.53
23.619,67.866
23.621,67.713
23.637,67.479
23.638,67.825
23.638,67.621
23.654,67.672
23.655,67.752
23.666,67.806
23.683,67.66
23.691,67.934
23.697,67.669
