# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-135158 050Mg 500NaCl #005-001
# Original file ID: 88B9CB79-37F1-4343-9B91-D3095E79EF25
Bead-to-bead distance (um),Force (pN)
22.792,68.758
22.792,68.446
22.808,68.872
22.812,68.417
22.819,68.806
22.831,68.721
22.838,68.48
22.848,68.443
22.855,68.645
22.875,68.887
22.885,68.543
22.886,68.572
22.904,69.013
22.905,68.559
22.904,68.993
22.905,68.901
22.913,68.661
22.923,68.823
22.93,68.785
22.945,68.577
22.959,68.638
22.963,68.403
22.979,68.904
22.983,68.572
22.994,68.702
22.999,68.943
23.012,68.696
23.015,68.784
23.032,68.332
23.032,68.814
23.035,68.804
23.042,68.79
23.057,68.594
23.055,68.618
23.074,68.606
23.091,68.892
23.092,68.805
23.106,68.572
23.112,68.651
23.11,68.429
23.121,68.781
23.139,68.632
23.148,68.572
23.153,68.777
23.169,68.824
23.166,68.912
23.167,68.868
23.168,68.809
23.178,68.606
23.185,68.762
23.195,69.084
23.211,68.858
23.222,68.792
23.225,68.237
23.241,68.793
23.245,68.969
23.261,68.753
23.261,68.833
23.278,68.492
23.277,68.711
23.294,69.016
23.298,69.067
23.299,68.802
23.306,69.102
23.319,68.735
23.319,68.719
23.338,69.007
23.353,68.69
23.351,68.569
23.372,68.832
23.373,68.477
23.373,68.958
23.391,69.119
23.405,68.933
23.407,68.933
23.421,69.028
23.428,68.703
23.43,69.026
23.427,69.052
23.432,69.102
23.447,69.171
23.447,68.73
23.46,68.621
23.478,68.901
23.482,68.613
23.493,68.602
23.503,69.002
23.513,68.941
23.52,68.74
23.524,68.877
23.539,68.991
23.542,68.505
23.557,69.035
23.559,68.933
23.559,68.759
23.567,69.061
23.573,68.893
23.58,69.047
23.595,68.836
23.611,68.92
23.612,69.003
23.629,68.895
23.628,68.748
23.631,68.897
23.649,68.789
23.664,68.638
23.667,68.95
23.682,68.825
23.683,69.156
23.684,69.021
23.683,69.092
23.69,68.988
