# Lambda phage dsDNA (48.5 kb)
# Buffer conditions: 500 mM NaCl, 10 mM Tris-HCl (pH 7.6)
# Bead diameter (um): 3.05
# Original file: 20130903-133004 050Mg 500NaCl #001-001
# Original file ID: F63FE83C-F34E-47A6-8137-5F22A6D5C57B
Bead-to-bead distance (um),Force (pN)
21.507,68.02
21.507,68.364
21.508,68.27
21.507,68.44
21.523,68.181
21.525,67.982
21.544,68.522
21.558,68.451
21.564,68.263
21.571,68.312
21.581,68.257
21.59,68.193
21.6,68.388
21.603,68.352
21.616,68.432
21.616,68.302
21.636,68.258
21.637,68.1
21.655,68.164
21.655,68.658
21.655,68.098
21.663,67.923
21.672,68.407
21.683,68.491
21.693,68.003
21.708,68.037
21.709,68.376
21.709,68.118
21.723,68.226
21.729,68.282
21.743,67.947
21.758,67.921
21.765,68.058
21.771,68.13
21.784,68.504
21.785,68.533
21.797,68.143
21.799,68.447
21.8,68.607
21.814,68.373
21.819,68.094
21.831,68.38
21.838,68.4
21.843,67.998
21.851,68.353
21.858,68.388
21.871,68.302
21.872,68.404
21.891,68.394
21.89,68.373
21.907,68.32
21.91,68.451
21.921,68.272
21.928,68.61
21.929,68.418
21.931,68.736
21.944,68.201
21.945,68.285
21.961,68.415
21.965,68.204
21.963,68.43
21.984,68.365
21.997,68.319
22.002,68.499
22.013,68.659
22.021,68.697
22.025,68.423
22.037,68.577
22.039,68.302
22.039,68.682
22.06,68.328
22.055,68.308
22.079,68.482
22.09,68.367
22.096,68.769
22.105,68.508
22.114,68.355
22.12,68.491
22.133,68.437
22.137,68.444
22.152,68.42
22.152,68.607
22.152,68.251
22.172,68.348
22.174,68.533
22.193,68.58
22.199,68.315
22.212,68.592
22.212,68.227
22.218,68.264
22.232,68.164
22.237,68.304
22.25,68.388
22.27,68.522
22.271,68.562
22.283,68.286
22.288,68.599
22.3,68.713
22.309,68.663
22.304,68.489
22.312,68.791
22.323,68.326
22.329,68.659
22.347,68.736
22.362,68.73
22.364,68.317
22.383,68.408
22.385,68.529
22.401,68.631
22.401,68.686
22.413,68.507
22.422,68.74
22.419,68.734
22.427,68.817
